SIK_INVNR;KAT_NR;KUENSTLERIN;TITEL;DATIERUNG;TECHNIK;MASSE;STANDORT;ORT;STANDORT_URL;FILENAME;REPRO_NACHWEIS;JAHR;TECHNIKTHESAURUS;COPYRIGHT;SIKART_URL;FARBEN
97290.01/01;300.01;Eva Aeppli;Steinbock;1980 (Gesamtauflage 1980-1998);Bronze, grün patiniert, 1/8, Susse Fondeur, Paris (Auflage 1/8 - 8/8);41 x 20,5 x 27,5 cm;Garden of the Zodiac Old Market Omaha, seit 1985 (Exemplar 1/8);Omaha;;97290D1;Foto: Vera Mertz Mercer, Omaha;1980;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12998186;'CCCCFF','CCCCCC','000000','999999','333333','669999','003300','FFFFFF','666666','99CCCC'
97291.00/01;301;Eva Aeppli;Wassermann;5.1979-2.1980;Seide, Kapok, Watte, Metallstab;42 cm hoch;Privatbesitz, seit 1988;;;97291DS1;Foto: SIK-ISEA, Zürich (Philipp Hitz);1979;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12956390;'FFFFFF','CCCCCC','FFFFCC','FFCC99','CC9966','333333','996633','FFCCCC','663333','666633'
97291.01/01;301.01;Eva Aeppli;Wassermann;1980 (Gesamtauflage 1980-2007);Bronze, grün patiniert, 1/8, Susse Fondeur, Paris (Auflage 1/8 - 8/8 und E. A. I/IV - E. A. IV/IV);41 x 20 x 28 cm;Garden of the Zodiac Old Market Omaha, Omaha, seit 1985 (Exemplar 1/8);Omaha;;97291D1;Foto: Vera Mertz Mercer, Omaha;1980;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12998187;'CCCCCC','000000','FFFFFF','333333','999999','666666','CCFFCC','CCCC99','669999','FFFFCC'
97292.00/01;302;Eva Aeppli;Fische;5.1979-2.1980;Seide, Kapok, Watte, Metallstab;39,5 cm hoch;Privatbesitz, seit 1988;;;97292DS1;Foto: SIK-ISEA, Zürich (Philipp Hitz);1979;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12956391;'FFFFFF','CCCCCC','FFFFCC','FFCC99','CC9966','996633','663333','FFCCCC','333300','CC9933'
97292.01/01;302.01;Eva Aeppli;Fische;1980 (Gesamtauflage 19801998);Bronze, grün patiniert, 1/8, Fondeur Susse, Paris (Auflage 1/8 - 8/8 und E. A. I/IV);38,5 x 20 x 27 cm;Garden of the Zodiac Old Market Omaha, seit 1985 (Exemplar 1/8);Omaha;;97292D1;Foto: Vera Mertz Mercer, Omaha;1980;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12998188;'CCCCCC','000000','333333','999999','666666','669999','336666','669966','99CC99','336633'
97752;282;Eva Aeppli;Célestine II, Aspekte Saturn und Venus;2001 (Gesamtauflage 1979-2002);Bronze, grau-blau patiniert, E. A. III/IV, Susse Fondeur, Paris (Auflage 1/8 - 8/8 und E. A. I/IV, E. A. III/IV und E. A. IV/IV);32 x 18,5 x 23,5 cm;Museum Jean Tinguely, Basel, 011501, 2007 (Exemplar E. A. III/IV);Basel;www.tinguely.ch;97752D1;Foto: Museum Jean Tinguely (Christian Baur);2001;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12987959;'666666','999999','333333','996666','FFFFFF','CCCCCC','999966','336666','CC9999','FFCCCC'
97753;283;Eva Aeppli;Teresa, Aspekte Mond und Mars;2001 (Gesamtauflage 1979-2001);Bronze, grün-grau patiniert, E. A. III/IV, Susse Fondeur, Paris (Auflage 1/8 - 8/8 und E. A. I/IV - E. A. IV/IV);37 x 20,5 x 25 cm;Museum Jean Tinguely, Basel, 011502, seit 2007 (Exemplar E. A. III/IV);Basel;www.tinguely.ch;97753D1;Foto: Museum Jean Tinguely (Christian Baur);2001;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12987960;'999999','999966','333333','666666','336666','CCCC99','CCCCCC','669999','003333','CC9999'
97754.00/01;284;Eva Aeppli;Inside, Verbindung von Mond und Saturn im Zeichen der Jungfrau;1978;Seide, Kapok, Watte, Metallstab;36 cm hoch;Privatbesitz, seit 1985;;;97754SC1;Foto: Vera Mertz Mercer, Omaha;1978;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12987961;'333333','666666','CCCCCC','999999','FFFFFF','000000'
97754.01/01;284.01;Eva Aeppli;Inside, Verbindung von Mond - Saturn im Zeichen der Jungfrau;2001 (Gesamtauflage 1980-2001);Bronze, anthrazit patiniert, E. A. III/IV, Susse Fondeur, Paris (Auflage 1/8 - 6/8 und E. A. I/IV, E. A. III/IV, E. A. IV/IV);35 x 16 x 19,5 cm;Museum Jean Tinguely, Basel, 011503, seit 2007 (Exemplar E. A. III/IV);Basel;www.tinguely.ch;97754D1;Foto: Museum Jean Tinguely (Christian Baur);2001;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=13057229;'999999','CCCCCC','333333','666666','CC9999','CCCC99','FFFFFF','000000','999966','FFFFCC'
97755.00/01;285;Eva Aeppli;Igor, Aspekte Uranus im Wassermann und Venus;1978;Seide, Kapok, Watte, Metallstab;38 cm hoch;Privatbesitz (USA);;;97755D2;Foto: SIK-ISEA, Zürich;1978;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12987962;'FFFFFF','000000','666666','333333','CCCCCC','999999'
97755.01/01;285.01;Eva Aeppli;Igor, Aspekte Uranus im Wassermann + Venus;2001 (Gesamtauflage 1979-2002);Bronze, hellbraun patiniert, E. A. III/IV, Susse Fondeur, Paris (Auflage 1/8 - 8/8 und E. A. I/IV, E. A. III/IV, E. A. IV/IV);37 x 20 x 25,5 cm;Museum Jean Tinguely, Basel, 011504, seit 2007 (Exemplar  E. A. III/IV);Basel;www.tinguely.ch;97755D1;Foto: Museum Jean Tinguely (Christian Baur);2001;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=13057235;'666666','999999','FFFFFF','333333','996666','666633','999966','663333','CC9966','FFFFCC'
97756.00/01;286;Eva Aeppli;Ida Carmen, Aspekte Pluto und Venus;2.1979;Seide, Kapok, Watte, Metallstab;33 cm hoch;Privatbesitz;;;97756SC1;Foto: SIK-ISEA, Zürich;1979;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12987963;'333333','CCCCCC','000000','999999','666666','FFFFFF'
97756.01/01;286.01;Eva Aeppli;Ida Carmen, Aspekte Pluto und Venus;2001 (Gesamtauflage 19792001);Bronze, schwarz patiniert, E. A. III/IV, Susse Fondeur, Paris (Auflage 1/8 - 5/8, 8/8 und E. A. I/IV, E. A. III/IV, E. A. IV/IV);32 x 19,5 x 23 cm;Museum Jean Tinguely, Basel, 011505, seit 2007 (Exemplar E. A. III/IV);Basel;www.tinguely.ch;97756D1;Foto: Museum Jean Tinguely (Christian Baur);2001;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=13057244;'666666','999999','333333','FFFFFF','996666','CCCCCC','003333','999966','FFCCCC','FFFFCC'
97757.00/01;287;Eva Aeppli;Le Samouraï des Ténèbres, Verbindung von Pluto und Mars im Zeichen des Skorpions;7.1981;Seide, Kapok, Watte, Metallstab;40,5 cm hoch;Privatbesitz (F), seit 1992;;;97757SC1;Foto: Vera Mertz Mercer, Omaha;1981;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12987964;'333333','666666','000000','FFFFFF','CCCCCC','999999'
97757.01/01;287.01;Eva Aeppli;Le Samouraï des Ténèbres, Verbindung von Pluto und Mars im Zeichen des Skorpions;2001 (Gesamtauflage 1982-2008);Bronze, anthrazit patiniert, E. A. III/IV, Susse Fondeur, Paris (Auflage 1/8 - 8/8 und E. A. I/IV - E. A. IV/IV);39,5 x 19,5 x 25 cm;Museum Jean Tinguely, Basel, 011506, seit 2007 (Exemplar E. A. III/IV);Basel;www.tinguely.ch;97757D1;Foto: Museum Jean Tinguely (Christian Baur);2001;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=13057253;'666666','999999','333333','FFFFFF','996666','999966','336666','003333','CCCCCC','336633'
97758.00/01;288;Eva Aeppli;Smaïla, Aspekte Mond, Venus, Neptun;10.1982;Seide, Kapok, Watte, Metallstab;39 cm hoch;Privatbesitz (B), seit 1985;;;97758SC1;Foto: Vera Mertz Mercer, Omaha;1982;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12987965;'333333','666666','999999','FFFFFF','CCCCCC','000000'
97758.01/01;288.01;Eva Aeppli;Smaïla, Aspekte Mond, Venus, Neptun;2001 (Gesamtauflage 19832011);Bronze, dunkelgrün patiniert, E. A. III/IV, Susse Fondeur, Paris (Auflage 1/8 - 5/8, 8/8 und E. A. III/IV - E. A. IV/IV);38 x 19,5 x 23,5 cm;Museum Jean Tinguely, Basel, 011507, seit 2007 (Exemplar E. A. III/IV);Basel;www.tinguely.ch;97758D1;Foto: Museum Jean Tinguely (Christian Baur);2001;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=13057260;'666666','999999','333333','996666','CCCCCC','FFFFFF','999966','336666','CC9999','FFFFCC'
97759.00/01;289;Eva Aeppli;Samuela;5.1983;Seide, Kapok, Watte, Metallstab;39 cm hoch;Privatbesitz (F), seit 1983;;;97759D1;Foto: Antonio Ruffaldi Santori;1983;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12987966;'CCCCCC','CCCC99','FFFFCC','999966','999999','FFFFFF','CCFFCC','CC9999','996666','666666'
97759.01/01;289.01;Eva Aeppli;Samuela;2001 (Gesamtauflage 1985-2006);Bronze, dunkelbraun patiniert, E. A. III/IV, Susse Fondeur, Paris (Auflage 1/8 - 5/8 und E. A. III/IV, E. A. IV/IV);38 x 19 x 25 cm;Museum Jean Tinguely, Basel, 011508, seit 2007 (Exemplar E. A. III/IV);Basel;www.tinguely.ch;97759D2;Foto: Museum Jean Tinguely (Christian Baur);2001;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=13057265;'666666','999999','FFFFFF','333333','996666','999966','CCCCCC','666633','CC9999','FFFFCC'
97760.00/01;290;Eva Aeppli;Slim le Samouraï, Uranus in Verbindung mit Mars im Zeichen des Steinbocks;12.1985-1.1986;Seide, Kapok, Watte, Metallstab;50,5 cm hoch;Privatbesitz (F);;;97760D2;Foto: SIK-ISEA, Zürich;1985;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12987967;'FFFFFF','000000','666666','333333','CCCCCC','999999'
97760.01/01;290.01;Eva Aeppli;Slim le Samouraï, Uranus in Verbindung mit Mars im Zeichen des Steinbocks;2001 (Gesamtauflage 1986-2001);Bronze, grau-grün patiniert, E. A. III/IV, Susse Fondeur, Paris (Auflage 1/8 - 3/8 und E. A. III/IV,  E. A. IV/IV);49,5 x 22 x 23 cm;Museum Jean Tinguely, Basel, 011509, seit 2007 (Exemplar E. A. III/IV);Basel;www.tinguely.ch;97760D1;Foto: Museum Jean Tinguely (Christian Baur);2001;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=13057268;'666666','999999','CCCCCC','333333','CC9999','996666','999966','FFFFFF','CCCC99','336666'
97762.00/01;279;Eva Aeppli;Erinye I;1977;Seide, Kapok, Watte;36,5 cm hoch;Privatbesitz (F), seit 1985;;;97762D2;Foto: Vera Mertz Mercer, Omaha;1977;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12989088;'999999','CCCCCC','666666','333333','000000','FFFFFF'
97762.01/01;279.01;Eva Aeppli;Erinye I;1979 (Gesamtauflage 1979-1999);Bronze, grün patiniert, 1/8, Susse Fondeur, Paris (Auflage 1/8 - 7/8 und ein nicht nummeriertes Exemplar, das von der Künstlerin als (E. A. I/IV) bezeichnet wird);35,5 x 21,5 x 30,5 cm;Museum Jean Tinguely, Basel, 011539, seit 2007 (Exemplar 1/8);Basel;www.tinguely.ch;97762D1;Foto: Museum Jean Tinguely (Christian Baur);1979;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12991981;'666666','999999','FFFFFF','333333','996666','999966','CCCCCC','669999','336666','669966'
97763.00/01;280;Eva Aeppli;Erinye II;1977;Seide, Kapok, Watte;37 cm hoch;Privatbesitz (F), seit 1985;;;97763D2;Foto: Vera Mertz Mercer, Omaha;1977;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12989090;'999999','CCCCCC','666666','FFFFFF','333333','000000'
97763.01/01;280.01;Eva Aeppli;Erinye II;1979 (Gesamtauflage 1979-1999);Bronze, grün patiniert, 1/8, Susse Fondeur, Paris (Auflage 1/8 - 7/8 und ein nicht nummeriertes Exemplar, das von der Künstlerin als (E. A. I/IV) bezeichnet wird);36 x 22 x 27,5 cm;Museum Jean Tinguely, Basel, 011540, seit 2007 (Exemplar 1/8);Basel;www.tinguely.ch;97763D1;Foto: Museum Jean Tinguely (Christian Baur);1979;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12991984;'666666','999999','FFFFFF','333333','996666','999966','336666','003333','CCCCCC','336633'
97764.00/01;281;Eva Aeppli;Erinye III;1977;Seide, Kapok, Watte;38,5 cm hoch;Privatbesitz (F), seit 1985;;;97764D2;Foto: Vera Mertz Mercer, Omaha;1977;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12989094;'999999','CCCCCC','666666','333333','FFFFFF','000000'
97764.01/01;281.01;Eva Aeppli;Erinye III;1979 (Gesamtauflage 1979-1999);Bronze, grün patiniert, 1/8, Susse Fondeur, Paris (Auflage 1/8 - 7/8 und ein nicht nummeriertes Exemplar, das von der Künstlerin als (E. A. I/IV) bezeichnet wird);37,5 x 21,5 x 29,5 cm;Museum Jean Tinguely, Basel, 011541, seit 2007 (Exemplar 1/8);Basel;www.tinguely.ch;97764D1;Foto: Museum Jean Tinguely (Christian Baur);1979;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12991986;'666666','999999','FFFFFF','333333','996666','336666','999966','336633','CCCCCC','666633'
97765;310;Eva Aeppli;L'autre Côté;1980 (Gesamtauflage 1980-2001);Bronze, schwarz patiniert, 2/8, Susse Fondeur, Paris (Auflage 1/8 - 4/8 und E.A. III/IV);38,5 x 50,5 x 26,5 cm mit Balken;Kunstmuseum Solothurn, A 94. 108, seit 1994 (Exemplar 2/8);Solothurn;www.kunstmuseum-so.ch;97765D2;Foto: Museum Jean Tinguely (Christian Baur);1980;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12989095;'666666','999999','333333','000000','CCCCCC','FFFFFF'
97766.00/01;311;Eva Aeppli;La Furie triste;1977;Seide, Kapok, Watte, Metallstab;41 cm hoch;Privatbesitz (F);;;97766D2;Foto: SIK-ISEA, Zürich;1977;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12989099;'FFFFFF','000000','666666','333333','CCCCCC','999999'
97766.01/01;311.01;Eva Aeppli;La Furie triste;1990 (Gesamtauflage 1983-1990);Bronze, dunkelgrün patiniert, 2/8, Susse Fondeur, Paris (Auflage 1/8 - 2/8);40 x 20 x 25 cm;Privatbesitz, seit 30.8.2014;;;97766D1;Foto: Thomas Gerber, Burgdorf;1990;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12992052;'FFFFFF','333333','FFFFCC','666666','CCCCCC','FFCCCC','999999','000000','666633','CCCC99'
97767.00/01;312;Eva Aeppli;Célestin-Danube;6.198;Seide, Kapok, Watte, Metallstab;42 cm hoch;Privatbesitz (F);;;97767D1;Foto: Vera Mertz Mercer, Omaha;1980;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12989100;'CCCCCC','999999','666666','333333','FFFFFF','000000'
97767.01/01;312.01;Eva Aeppli;Célestin-Danube;1980 (Gesamtauflage 1980-1998);Bronze, Weissgold blattvergoldet, 1/8, Susse Fondeur, Paris, Vergoldung: Atelier Gohard, Paris (Auflage 1/8 - 3/8);41 x 20 x 22 cm;Privatbesitz (Exemplar 1/8);;;97767D2;Foto: SIK-ISEA, Zürich;1980;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12992054;'FFFFFF','000000','666666','333333','CCCCCC','999999'
97768;314;Eva Aeppli;Last Laugh;1982 (Gesamtauflage 1982-1992);Bronze, schwarz patiniert, 1/8, Susse Fondeur, Paris (Auflage 1/8 - 2/8);40 x 27 x 20 cm;Privatbesitz (Exemplar 1/8);;;97768D1;Foto: Vera Mertz Mercer, Omaha;1982;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12989103;'333333','999999','000000','666666','CCCCCC','333300','666633','999966','CCCC99','99CC99'
97769.00/01;315;Eva Aeppli;Le Pendu du Tarot;1982;Seide, Kapok, Watte, Metallstab,;40 cm hoch;Collection privée, Genève, 6.2010;;;97769D1;Foto: Johannes Stein;1982;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12989105;'FFFFFF','CCCCCC','CCCC99','CC9966','999999','FFCC99','CC9999','FFFFCC','999966','333333'
97769.01/01;315.01;Eva Aeppli;Le Pendu du Tarot;1992 (Gesamtauflage 1982-1998);Bronze, braun patiniert, 2/8, Susse Fondeur, Paris (Auflage 1/8 - 3/8);39 x 18 x 22 cm;Privatbesitz (Exemplar 2/8);;;97769DS2;Foto: SIK-ISEA, Zürich (Philipp Hitz);1992;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12992058;'FFFFFF','333333','FFCCCC','663333','FFFFCC','333300','666633','996666','330000','996633'
97770.00/01;316;Eva Aeppli;Jamila;12.1982;Seide, Kapok, Watte, Metallstab;35 cm hoch;Privatbesitz (F);;;97770DS1;Foto: SIK-ISEA, Zürich (Philipp Hitz);1982;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12989106;'996633','000033','663333','CC9966','CC9933','663300','CCCCCC','666633','CC6633','999933'
97770.01/01;316.01;Eva Aeppli;Jamila;1992 (Gesamtauflage 1986-1992);Bronze, dunkelbraun patiniert, 2/8,  Susse Fondeur, Paris (Auflage 1/8 - 2/8);34 x 22 x 21 cm;Privatbesitz (Exemplar 2/8);;;97770D1;Foto: Eric Leraille;1992;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12992060;'999999','9999CC','99CCCC','333333','666666','666633','663333','CCCCCC','333300','996666'
97771.00/01;317;Eva Aeppli;Tizi-Ouzli;6.1984;Seide, Kapok, Watte, Metallstab;37 cm hoch;Privatbesitz (F), seit 1985;;;97771D2;Foto: SIK-ISEA, Zürich;1984;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12989107;'FFFFFF','000000','666666','333333','CCCCCC','999999'
97771.01/01;317.01;Eva Aeppli;Tizi-Ouzli;1990 (Gesamtauflage 1985-1990);Bronze, dunkelbraun patiniert, 2/8, Susse Fondeur, Paris (Auflage 1/8 - 2/8);36 x 20 x 20 cm;Privatbesitz (Exemplar 2/8);;;97771D1;Foto: Eric Leraille;1990;Bronzeplastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=12992062;'999999','9999CC','333333','99CCCC','666666','CCCCCC','663333','666633','996666','333300'
98251;234;Eva Aeppli;Soleil noir;1975-76;Seide, Kapok, Watte, Samt, Metallstab;215 cm hoch (stehend);Privatbesitz;;;98251D1;;1975;Plastik;Copyright: Eva Aeppli;http://www.sikart.ch/werke.aspx?id=13028564;'CCCCCC','000000','FFFFFF','999999','333333','999966','CC9999','CCCC99','666666','CCCCFF'
